SEQ,FLUD_CAUSE,F_DSTRC_NM,F_DSSTR_NM,F_CUE_DTL,ADM_CD,WRITNG_YM,FLUD_TIME,FLUD_DPWT,DMG_AMOUNT,F_BEGIN_DE,F_END_DE,F_BEGIN_TM,F_END_TM,FLUD_WAL,CODE,ZONE,DONG
90551,2,삼성지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 하천 하류와 해안이 접하는 지리적 특성으로 인한 수위 상승- 집중호우로 하천 수위 상승과 조수 만조가 겹쳐 하천 범람- 하천 수위 상승으로 내수배제 불량3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 4. 저지대 주거지를 중심으로 침수피해 발생,2671000000,201501.0,3.0,0.2~1.0,0.0,20140825,20140825,1500,1800,3.4,2671000000,기장군,
90547,2,좌천지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 집중호우로 인한 저수지 붕괴/ 2개 하천(덕선천/ 좌광천)의 합류지점 및 조수 만조로 인해 침수 피해 발생3. 피해지역은 최근 새로이 형성된 도시지역임,2671000000,201501.0,3.0,0.3~1.8,0.0,20140825,20140825,1500,1800,11.12,2671000000,기장군,
90561,2,온천2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중호우로 만수위가 된 온천천의 배수가 원활하지 못해 저지대에 침수발생,2626000000,201501.0,4.0,0.3~1.0,0.0,20140825,20140825,1500,1900,8.7,2626000000,동래구,
90563,2,온천4지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 내성교차로 일원의 저지대에 집수된 우수가 온천천으로 원활히 배수되지 못하여 침수 발생,2626000000,201501.0,4.0,0.2~1.0,0.0,20140825,20140825,1500,1900,8.2,2626000000,동래구,
90573,2,하단동지구,집중호우로 인한 침수,,2638000000,201501.0,3.0,0.2~0.8,0.0,20140825,20140825,1500,1800,2.65,2638000000,사하구,
90574,2,반송1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 석대천의 범람으로 하천수가 저지대로 유입되어 침수 발생,2635000000,201501.0,4.0,0.3~1.0,0.0,20140825,20140825,1500,1900,26.6,2635000000,해운대구,
90575,2,반송2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중 호우로 인한 토사 및 우수가 저지대로 유입되어 침수 발생,2635000000,201501.0,4.0,0.2~0.8,0.0,20140825,20140825,1500,1900,22.8,2635000000,해운대구,
90519,2,연제1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,2647000000,201412.0,2.0,0.2m(최저)~0.4m(최고),0.0,20140825,20140825,1500,1700,EL. 6.1m,2647000000,연제구,
90544,2,노포1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가 중앙대로의 저지대로 유입되어 침수 발생,2641000000,201501.0,4.0,0.3~1.0,67.0,20140825,20140825,1500,1900,66.6,2641000000,금정구,
90548,2,임랑지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 집중호우로 인한 저수지 붕괴/ 2개 하천(덕선천/ 좌광천)의 합류지점 및 조수 만조로 인해 침수 피해 발생3. 상대적으로 높은 철로로 인해 주변 저지대로 우수 집중,2671000000,201501.0,3.0,0.2~0.8,0.0,20140825,20140825,1500,1800,4.8,2671000000,기장군,
90565,2,수안1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집수된 우수가 동래경찰서 및 수안로일원의 저지대로 유입되어 침수 발생,2626000000,201501.0,4.0,0.3~1.0,0.0,20140825,20140825,1500,1900,4.9,2626000000,동래구,
90562,2,온천3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 우장춘로 일원에 내수배제된 우수가 저지대로 유입되어 침수 발생,2626000000,201501.0,4.0,0.3~1.0,0.0,20140825,20140825,1500,1900,14.2,2626000000,동래구,
90576,2,반여1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가 선수천로 주변의 저지대로 유입되어 침수 발생,2635000000,201501.0,4.0,0.3~1.3,0.0,20140825,20140825,1500,1900,6.2,2635000000,해운대구,
90577,2,반여2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 옥봉산의 토사 및 우수가 저지대로 유입되어 침수 발생,2635000000,201501.0,4.0,0.2~0.5,0.0,20140825,20140825,1500,1900,30.3,2635000000,해운대구,
90578,2,반여3/4지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 수영강의 범람으로 하천수가 저지대로 유입되어 침수 발생,2635000000,201501.0,4.0,0.2~1.4,0.0,20140825,20140825,1500,1900,5.5/ 5.8,2635000000,해운대구,
90579,2,반여5지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 호우가 해운대로 저지대로 유입되어 침수 발생,2635000000,201501.0,4.0,0.2~0.5,0.0,20140825,20140825,1500,1900,2.9,2635000000,해운대구,
90580,2,석대1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 인근 토사 및 우수가 저지대로 유입되어 침수 발생,2635000000,201501.0,4.0,0.3~0.5,0.0,20140825,20140825,1500,1900,14.5,2635000000,해운대구,
90581,2,석대2/3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가  반송로 주변의 저지대로 유입되어 침수 발생,2635000000,201501.0,4.0,0.2~1.0,0.0,20140825,20140825,1500,1900,9.9/ 8.9,2635000000,해운대구,
90582,2,석대4지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 석대첨단산업단지에 집중된 우수가 저지대로 유입되어 침수 발생,2635000000,201501.0,4.0,0.3~1.0,0.0,20140825,20140825,1500,1900,6.8,2635000000,해운대구,
90572,2,주례동1지구,폭우로 인한 침수피해,"- 폭우로 인한 침수피해(배수배재 불량, 저지대 일부구간 도로 및 주변일대 상습침수)",2653000000,201501.0,2.0,0.3~0.5,0.0,20140825,20140825,1500,1700,10.2,2653000000,사상구,
90568,3,감전동 1지구,폭우로 인한 침수피해,"- 폭우로 인한 침수피해(배수배재불량, 저지대 사거리 상습 침수)",2653000000,201501.0,2.0,0.2(최저)~0.5(최고)m,0.0,20140825,20140825,1500,1700,EL. 1.8m,2653000000,사상구,
90571,3,괘법동 2지구,폭우로 인한 침수피해,"- 폭우로 인한 침수피해(배수배재 불량 , 집중호우시 간선도로와 이면도로 일시 침수)",2653000000,201501.0,2.0,0.3(최저)~0.5(최고)m,0.0,20140825,20140825,1500,1700,EL. 1.6m,2653000000,사상구,
90591,2,화명4지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2632000000,201501.0,2.0,0.4m(최저)~1.0m(최고),0.0,20140825,20140825,1400,1600,EL. 23.5m,2632000000,북구,
90592,2,화명5지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2632000000,201501.0,2.0,0.4m(최저)~0.8m(최고),0.0,20140825,20140825,1400,1600,EL. 10.3m,2632000000,북구,
90645,1,암남공원,2016년 태풍 차바,태풍으로 인한 집중호우 및 해수면 상승으로 월파 피해,2614000000,201611.0,2.0,2.8m,0.0,20161005,20161005,900,1100,0.5~1.0m,2614000000,서구,
90589,2,화명2/3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2632000000,201501.0,2.0,0.3m(최저)~1.2m(최고),0.0,20140825,20140825,1400,1600,2지구 EL. 9.1m/ 3지구 EL. 7.9m,2632000000,북구,
90588,2,화명1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 산으로부터 우수량이 급격히 증가하고 하천의 용량 부족으로 침수피해 발생,2632000000,201501.0,2.0,0.5m(최저)~0.7m(최고),0.0,20140825,20140825,1400,1600,1-1지구 140.4m/ 1-2지구 55.1m,2632000000,북구,
90539,2,구서1/2/3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가 온천천 주변의 저지대로 유입되어 침수 발생,2641000000,201501.0,4.0,0.3~0.5,0.0,20140825,20140825,1500,1900,24.0/ 24.3/ 21.4,2641000000,금정구,
90659,1,우동1지구,태풍 '차바'에 의한 침수피해,1. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량2. 해수면 상승 및 태풍 차바의 영향으로 월파 침수피해 발생.,2635000000,201701.0,2.0,0.3m~0.5m,0.0,20161005,20161005,900,1100,35459.3,2635000000,해운대구,
90569,3,감전동 2지구,폭우로 인한 침수피해,"- 폭우로 인한 침수피해(배수배재불량, 새벽시장 양방향 도로구간 침수)",2653000000,201501.0,2.0,0.3(최저)~0.5(최고)m,0.0,20140825,20140825,1500,1700,EL. 1.5m,2653000000,사상구,
90570,3,괘법동 1지구,폭우로 인한 침수피해,"- 폭우로 인한 침수피해(배수배재 불량, 부산산업용품 유통단지 일원 도로 상습침수)",2653000000,201501.0,2.0,0.2(최저)~0.5(최고)m,0.0,20140825,20140825,1500,1700,EL. 1.4m,2653000000,사상구,
90567,3,덕포동 1지구,폭우로 인한 침수피해,"- 폭우로 인한 침수피해(배수배재 불량, 덕포시장 사거리 저지대 구간 상습 침수)",2653000000,201501.0,2.0,0.3(최저)~0.7(최고)m,0.0,20140825,20140825,1500,1700,EL. 1.6m,2653000000,사상구,
90669,1,반여1지구,태풍 '차바'에 의한 침수피해,"1. 하수,우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량2. 해수면 만조위 및 수영강의 범람으로 하천수가 저지대로 유입되어 침수발생.",2635000000,201701.0,2.0,0.3m~0.5m,0.0,20161005,20161005,900,1100,1669.1,2635000000,해운대구,
90668,1,중동1지구,태풍 '차바'에 의한 침수피해,"1. 하수,우수관거 용량 부족- 짧은 시간동안 많은 해수의 유입으로 인해 관거용량을 초과하여 배수 불량2. 해수면 상승 및 태풍 차바의 영향으로 월파 침수피해 발생.",2635000000,201701.0,2.0,0.3m~0.5m,0.0,20161005,20161005,900,1100,3965.4,2635000000,해운대구,
90667,1,중동2지구,태풍 '차바'에 의한 침수피해,"1. 하수,우수관거 용량 부족- 짧은 시간동안 많은 해수의 유입으로 인해 관거용량을 초과하여 배수 불량2. 해수면 상승 및 태풍 차바의 영향으로 월파 침수피해 발생.",2635000000,201701.0,2.0,0.3m~1.0m,0.0,20161005,20161005,900,1100,14081.5,2635000000,해운대구,
90711,1,하단중학교일원,2016년 태풍 차바,태풍으로 인한 집중호우,2638000000,201701.0,3.0,0.3-0.5,0.0,20161005,20161005,900,1200,1.8,2638000000,사하구,
90710,1,다대동지구,2016년 태풍 차바,태풍으로 인한 월파,2638000000,201701.0,3.0,0.3-0.5,0.0,20161005,20161005,900,1200,3.3,2638000000,사하구,
90647,1,송도해수욕장,2016년 태풍 차바,태풍으로 인한 집중호우 및 해수면 상승으로 월파 피해,2614000000,201611.0,2.0,0.5~1.5m,0.0,20161005,20161005,900,1100,3.6m,2614000000,서구,
90732,1,구평동지구,2016년 태풍 차바,태풍으로 인한 월파,2638000000,201701.0,3.0,0.3-0.5,0.0,20161005,20161005,900,1200,3.3,2638000000,사하구,
90731,1,하단교차로 일원,2016년 태풍 차바,태풍으로 인한 집중호우,2638000000,201701.0,3.0,0.3-1.0,0.0,20161005,20161005,900,1200,2.1,2638000000,사하구,
90599,2,대저1지구,집중호우로 인한 침수 피해,낙동강변 저지대에 침수 피해지역이 위치하여 하천의 수위상승과 하천 흐름의 지체로 내수배제 불량,2644000000,201505.0,3.0,0.3~0.5,0.0,20140825,20140825,1400,1700,2.2,2644000000,강서구,
90646,2,대저2지구,집중호우로 인한 침수 피해,집중호우 및 하천(낙동강) 수위상승으로 인한 내수 배수배제 불량,2644000000,201512.0,3.0,10cm~90cm,0.0,20140825,20140825,1400,1700,1.9~2.3,2644000000,강서구,
90745,1,대진아파트 일원,2016년 태풍 차바,태풍으로인한 집중호우,2638000000,201701.0,3.0,0.3-0.5,0.0,20161005,20161005,900,1200,1.8,2638000000,사하구,
90666,1,송정3지구,태풍 '차바'에 의한 침수피해,1. 하수/우수관거 용량 부족- 짧은 시간동안 많은 해수의 유입으로 인해 관거용량을 초과하여 배수 불량2. 해수면 상승 및 태풍 차바의 영향으로 월파 침수피해 발생.,2635000000,201701.0,2.0,0.3m~1.0m,0.0,20161005,20161005,900,1100,35617.2,2635000000,해운대구,
90923,2,광안2지구,집중호우로인한 침수,집중호우로인한 하수도용량초과,2650000000,201801.0,1.0,0.3~0.5,0.0,20170911,20170911,730,830,6.43,2650000000,수영구,
90997,2,민락1지구,집중호우로인한 침수,집중호우로인한 하수도 용량초과,2650000000,201801.0,1.0,0.3~0.7,0.0,20170911,20170911,730,830,2.8,2650000000,수영구,
90922,2,광안1지구,집중호우로인한 침수,집중호우로인한 하수도 용량초과,2650000000,201801.0,1.0,0.3~0.5,0.0,20170911,20170911,730,830,2.5,2650000000,수영구,
90974,2,망미2지구,집중호우로인한 침수,집중호우로인한 하수도용량 초과,2650000000,201801.0,1.0,0.3~0.5,0.0,20170911,20170911,730,830,2.4,2650000000,수영구,
90973,2,망미1지구,집중호우로인한 침수,집중호우로인한 하수도용량초과,2650000000,201801.0,1.0,0.3~0.7,0.0,20170911,20170911,730,830,2.57,2650000000,수영구,
90920,2,거제1지구,집중호우에 의한 침수피해,1. 부산지역의 기록적인 폭우- 2017.9.11. 약 1시간 동안 집중호우 발생2. 우수가 저지대로 유입- 빗물이 단시간내에 저지대로 유입되어 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,2647000000,201802.0,1.0,0.3~1.0,0.0,20170911,20170911,730,830,5.7,2647000000,연제구,
91028,2,연산1지구,집중호우에 의한 침수피해,1. 부산지역의 기록적인 폭우- 2017.9.11. 약 1시간 동안 집중호우 발생2. 우수가 저지대로 유입- 빗물이 단시간내에 저지대로 유입되어 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,2647000000,201802.0,1.0,0.3~0.5,0.0,20170911,20170911,730,830,4,2647000000,연제구,
90921,2,거제2지구,집중호우에 의한 침수피해,1. 부산지역의 기록적인 폭우- 2017.9.11. 약 1시간 동안 집중호우 발생2. 우수가 저지대로 유입- 빗물이 단시간내에 저지대로 유입되어 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,2647000000,201802.0,1.0,0.3~0.5,0.0,20170911,20170911,730,830,3.9,2647000000,연제구,
91030,2,연산3지구,집중호우에 의한 침수피해,1. 부산지역의 기록적인 폭우- 2017.9.11. 약 1시간 동안 집중호우 발생2. 배수펌프장 배전반 침수- 배수펌프장 내 배전반이 침수됨에 따라 펌프 작동이 중단되어 배수 불가3. 배수펌프장 펌프용량 부족- 펌프장 준공 당시와는 달리 각종 오·우수의 추가유입으로 펌프용량 부족4. 수영강 역류 발생- 펌프장에서 수영강으로 방류되는 개수로에서 역류발생5. 노면 유출수 집중현상- 노면유출수 분산처리시설이 미비하여 노면수가 배수펌프장으로 집중유입,2647000000,201802.0,1.0,0.3~1.0,0.0,20170911,20170911,730,830,2.1,2647000000,연제구,
91029,2,연산2지구,집중호우에 의한 침수피해,1. 부산지역의 기록적인 폭우- 2017.9.11. 약 1시간 동안 집중호우 발생2. 우수가 저지대로 유입- 빗물이 단시간내에 저지대로 유입되어 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,2647000000,201802.0,1.0,0.3~0.5,0.0,20170911,20170911,730,830,3.5,2647000000,연제구,
101468,2,부산진시장일원,2017년9월동구집중호우,집중호우에 따른 침수피해,2617000000,201808.0,3.0,0.3~0.5,0.0,20170911,20170911,800,1100,2.5~2.7,2617000000,동구,
101469,2,부산진시장,2017년동구집중호우,집중호우에 따른 집중호우,2617000000,201808.0,3.0,0.3~0.5,0.0,20170911,20170911,800,1100,2.5~2.7,2617000000,동구,
101470,2,자성대아파트,2017년동구집중호우,집중호우로 저지대 침수피해,2617000000,201808.0,3.0,0.3~0.5,0.0,20170911,20170911,800,1100,1.2,2617000000,동구,
101471,2,부산진시장,2017년9월동구집중호우,,2617000000,201809.0,3.0,0.5,0.0,20170911,20170911,800,900,2.5~2.7,2617000000,동구,
101472,2,부산진시장,2017년 9월 동구 집중호우,,2617000000,201808.0,3.0,0.5,0.0,20170911,20170911,800,1100,2.5~2.7m,2617000000,동구,
101619,1,영도구 동삼동 감지해변,"태풍""콩레이""에 의한 침수피해",너울에 의한 배수 불량,2620000000,201811.0,2.0,0.5,0.0,20181006,20181006,900,1100,0.3~0.5,2620000000,영도구,
101977,1,대저1지구,태풍「다나스」에 의한 침수피해,⊙ 배수시설의 배수용량 초과 - 침수피해지역내 배수로 정비불량(토사물 및 수풀)으로 집중호우 시 배수용량을 초과한 우수가 유입됨에 따라 배수로에서 역류가 발생,2644000000,201909.0,13.0,57711,0.0,20190719,20190720,2300,1200,1.5,2644000000,강서구,
101997,1,신금로 지구,태풍다나스,,2600000000,201909.0,5.0,0.3m~0.5m,0.0,20190720,20190720,1000,1500,3.3~3.5,,,
101998,1,신금로 침수,태풍 다나스,피해지구는 주변지형보다 상대적으로 지대가 낮아 주변의 우수가 집중되는    지형이며/ 온천천 외수위 상승에 따른 내수배제 불가 및 펌프장 용량      부족에 따른 침수 피해 발생,2647000000,201909.0,5.0,0.3~0.5,0.0,20190720,20190720,1000,1500,3.3~3.5,2647000000,연제구,
101999,1,대저1-2지구,태풍「다나스」에 의한 침수피해,⊙ 하천유수량 증가로 인한 범람 - 피해지구는 태풍「다나스」에의한 집중호우 시 단시간 내 평강천 유수량의 급격한 증가로 하천이 범람하여 침수피해 발생.,2644000000,201909.0,13.0,0.5~1.0,0.0,20190719,20190720,2300,1200,1.1,2644000000,강서구,
102000,1,대저2지구,태풍「다나스」에 의한 침수피해,⊙ 배수시설의 배수용량 초과 - 주변지형보다 상대적으로 지대가 낮아 우수가 집중되고 (작지)배수펌프장에서 맥도강으로 배출되는 우수가 배수로 용량초과로 마을로 역류되어 침수피해 발생.,2644000000,201909.0,13.0,0.5~1.0,0.0,20190719,20190720,2300,1200,0.8,2644000000,강서구,
102001,1,강동1지구,태풍「다나스」에 의한 침수피해,⊙ 저지대 / 하천 범람 - 주변보다 낮은 지대로 우수가 집중되고/ 집중호우로 평강천이 범람하여 마을전체가 침수 됨. - 평강천 하류 공사로 인한 지류 차단으로 하천수위가 단시간내 급격히 상승됨.,2644000000,201909.0,13.0,0.3~1.0,0.0,20190719,20190720,2300,1200,1.4,2644000000,강서구,
